"invoiceno","customerid","country","invoicemonth","totalinvoiceamount","totalitems","distinctproducts","highvaluebasket"
"563919","14735",United Kingdom,2011-08-01 00:00:00.000,122.28,84,4,1
"563920","16407",United Kingdom,2011-08-01 00:00:00.000,410.81,209,32,1
"563921","16407",United Kingdom,2011-08-01 00:00:00.000,15.90,2,2,0
"563922","14529",United Kingdom,2011-08-01 00:00:00.000,135.24,84,49,1
"563923","14460",United Kingdom,2011-08-01 00:00:00.000,157.80,364,6,1
"563924","15984",United Kingdom,2011-08-01 00:00:00.000,648.78,396,111,1
"563925","13610",United Kingdom,2011-08-01 00:00:00.000,127.00,53,34,1
"563926","12553",France,2011-08-01 00:00:00.000,400.22,236,22,1
"563927","14013",United Kingdom,2011-08-01 00:00:00.000,199.22,258,15,1
"563928","17059",United Kingdom,2011-08-01 00:00:00.000,739.43,439,125,1
"563929","15031",United Kingdom,2011-08-01 00:00:00.000,110.96,48,19,1
"563930","",United Kingdom,2011-08-01 00:00:00.000,10.02,6,6,0
"563931","14895",United Kingdom,2011-08-01 00:00:00.000,833.32,292,40,1
"563932","14895",United Kingdom,2011-08-01 00:00:00.000,39.60,8,1,0
"563933","16536",United Kingdom,2011-08-01 00:00:00.000,548.12,250,49,1
"563934","15313",United Kingdom,2011-08-01 00:00:00.000,52.00,25,1,0
"563935","15547",United Kingdom,2011-08-01 00:00:00.000,362.03,240,71,1
"563936","17828",Malta,2011-08-01 00:00:00.000,213.50,79,10,1
"563937","18204",United Kingdom,2011-08-01 00:00:00.000,817.89,520,45,1
"563938","18144",United Kingdom,2011-08-01 00:00:00.000,357.80,188,3,1
"563939","14959",United Kingdom,2011-08-01 00:00:00.000,114.94,58,6,1
"563940","17416",United Kingdom,2011-08-01 00:00:00.000,908.74,656,41,1
"563941","15738",United Kingdom,2011-08-01 00:00:00.000,327.15,153,6,1
"563942","15801",United Kingdom,2011-08-01 00:00:00.000,137.22,70,9,1
"563943","13139",United Kingdom,2011-08-01 00:00:00.000,540.92,268,16,1
"563944","17581",United Kingdom,2011-08-01 00:00:00.000,1351.22,782,58,1
"563945","17581",United Kingdom,2011-08-01 00:00:00.000,66.24,64,4,0
"563946","17527",United Kingdom,2011-08-01 00:00:00.000,314.51,149,18,1
"563949","12747",United Kingdom,2011-08-01 00:00:00.000,301.70,62,7,1
"563950","12471",Germany,2011-08-01 00:00:00.000,1127.02,391,21,1
"563951","16839",United Kingdom,2011-08-01 00:00:00.000,531.80,154,10,1
"563952","15572",United Kingdom,2011-08-01 00:00:00.000,679.25,267,39,1
"563953","16201",United Kingdom,2011-08-01 00:00:00.000,303.80,208,19,1
"563954","16652",United Kingdom,2011-08-01 00:00:00.000,1388.27,613,31,1
"563955","16652",United Kingdom,2011-08-01 00:00:00.000,82.98,30,3,0
"563956","14282",United Kingdom,2011-08-01 00:00:00.000,102.24,86,5,1
"563981","14948",United Kingdom,2011-08-01 00:00:00.000,13.20,8,1,0
"563982","14397",United Kingdom,2011-08-01 00:00:00.000,174.96,104,5,1
"564016","15712",United Kingdom,2011-08-01 00:00:00.000,307.66,195,14,1
"564017","14057",United Kingdom,2011-08-01 00:00:00.000,305.02,224,9,1
"564018","",United Kingdom,2011-08-01 00:00:00.000,4.25,5,2,0
"564019","13408",United Kingdom,2011-08-01 00:00:00.000,463.82,264,9,1
"564020","13971",United Kingdom,2011-08-01 00:00:00.000,373.66,236,24,1
"564021","",United Kingdom,2011-08-01 00:00:00.000,24.03,10,4,0
"564022","13269",United Kingdom,2011-08-01 00:00:00.000,315.68,295,15,1
"564023","17562",United Kingdom,2011-08-01 00:00:00.000,125.70,70,7,1
"564034","12935",United Kingdom,2011-08-01 00:00:00.000,316.02,322,19,1
"564037","14800",United Kingdom,2011-08-01 00:00:00.000,163.72,209,19,1
"564038","16555",United Kingdom,2011-08-01 00:00:00.000,151.98,90,9,1
"564039","12645",Germany,2011-08-01 00:00:00.000,511.96,350,23,1
"564040","14560",United Kingdom,2011-08-01 00:00:00.000,57.20,16,2,0
"564041","14560",United Kingdom,2011-08-01 00:00:00.000,34.0,4,2,0
"564042","15443",United Kingdom,2011-08-01 00:00:00.000,247.09,165,22,1
"564043","14414",United Kingdom,2011-08-01 00:00:00.000,190.06,434,14,1
"564044","16952",United Kingdom,2011-08-01 00:00:00.000,157.11,67,15,1
"564045","16013",United Kingdom,2011-08-01 00:00:00.000,1047.12,184,3,1
"564046","16013",United Kingdom,2011-08-01 00:00:00.000,1020.00,400,1,1
"564047","16952",United Kingdom,2011-08-01 00:00:00.000,10.50,25,1,0
"564048","16013",United Kingdom,2011-08-01 00:00:00.000,40.80,16,1,0
"564049","17585",United Kingdom,2011-08-01 00:00:00.000,314.41,617,74,1
"564050","17160",United Kingdom,2011-08-01 00:00:00.000,758.05,552,48,1
"564052","15033",United Kingdom,2011-08-01 00:00:00.000,246.64,118,34,1
"564053","14188",United Kingdom,2011-08-01 00:00:00.000,293.10,185,9,1
"564054","17857",United Kingdom,2011-08-01 00:00:00.000,3875.88,1508,5,1
"564055","13933",United Kingdom,2011-08-01 00:00:00.000,307.80,92,9,1
"564056","14387",United Kingdom,2011-08-01 00:00:00.000,440.76,209,40,1
"564057","15296",United Kingdom,2011-08-01 00:00:00.000,508.00,134,29,1
"564058","17676",United Kingdom,2011-08-01 00:00:00.000,230.98,166,11,1
"564059","15796",United Kingdom,2011-08-01 00:00:00.000,325.80,116,16,1
"564060","17073",United Kingdom,2011-08-01 00:00:00.000,453.79,307,56,1
"564061","14505",United Kingdom,2011-08-01 00:00:00.000,1062.88,586,117,1
"564062","17706",United Kingdom,2011-08-01 00:00:00.000,931.50,192,17,1
"564065","15150",United Kingdom,2011-08-01 00:00:00.000,1654.31,1228,103,1
"564066","17703",United Kingdom,2011-08-01 00:00:00.000,261.82,198,19,1
"564067","18241",United Kingdom,2011-08-01 00:00:00.000,39.90,18,2,0
"564075","17659",United Kingdom,2011-08-01 00:00:00.000,89.44,36,5,0
"564076","14045",United Kingdom,2011-08-01 00:00:00.000,408.0,48,1,1
"564077","14711",United Kingdom,2011-08-01 00:00:00.000,148.57,24,14,1
"564078","17083",United Kingdom,2011-08-01 00:00:00.000,409.76,210,18,1
"564079","12627",Germany,2011-08-01 00:00:00.000,630.39,322,35,1
"564082","12627",Germany,2011-08-01 00:00:00.000,72,4,1,0
"564083","17469",United Kingdom,2011-08-01 00:00:00.000,304.20,124,16,1
"564085","14911",EIRE,2011-08-01 00:00:00.000,50,1,1,0
"564086","",Hong Kong,2011-08-01 00:00:00.000,160,1,1,1
"564087","",Hong Kong,2011-08-01 00:00:00.000,2653.95,735,48,1
"564088","17702",United Kingdom,2011-08-01 00:00:00.000,563.64,390,15,1
"564089","15971",United Kingdom,2011-08-01 00:00:00.000,291.40,140,4,1
"564090","17041",United Kingdom,2011-08-01 00:00:00.000,446.39,349,29,1
"564091","15804",United Kingdom,2011-08-01 00:00:00.000,432.48,259,29,1
"564092","13767",United Kingdom,2011-08-01 00:00:00.000,385.88,165,13,1
"564093","14930",Channel Islands,2011-08-01 00:00:00.000,1103.15,413,55,1
"564095","14930",Channel Islands,2011-08-01 00:00:00.000,155.68,46,10,1
"564096","16133",United Kingdom,2011-08-01 00:00:00.000,309.50,74,2,1
"564109","17450",United Kingdom,2011-08-01 00:00:00.000,34.56,48,1,0
"564132","12901",United Kingdom,2011-08-01 00:00:00.000,780.00,1288,5,1
"564133","14364",United Kingdom,2011-08-01 00:00:00.000,351.10,184,8,1
"564135","16550",United Kingdom,2011-08-01 00:00:00.000,526.72,374,51,1
"564136","14404",United Kingdom,2011-08-01 00:00:00.000,309.24,164,16,1
"564137","15722",United Kingdom,2011-08-01 00:00:00.000,654.15,295,14,1
"564139","16904",United Kingdom,2011-08-01 00:00:00.000,262.28,216,47,1
"564140","12621",Germany,2011-08-01 00:00:00.000,415.17,361,31,1
"564141","17841",United Kingdom,2011-08-01 00:00:00.000,552.60,224,85,1
"564143","16814",United Kingdom,2011-08-01 00:00:00.000,177.90,78,6,1
"564144","13939",United Kingdom,2011-08-01 00:00:00.000,205.71,455,22,1
"564145","14329",United Kingdom,2011-08-01 00:00:00.000,399.35,261,22,1
"564146","15838",United Kingdom,2011-08-01 00:00:00.000,480.00,240,4,1
"564147","14004",United Kingdom,2011-08-01 00:00:00.000,765.90,508,24,1
"564148","18147",United Kingdom,2011-08-01 00:00:00.000,98.88,80,4,0
"564149","14543",United Kingdom,2011-08-01 00:00:00.000,300.90,42,3,1
"564150","14936",Channel Islands,2011-08-01 00:00:00.000,1436.49,572,57,1
"564158","16712",United Kingdom,2011-08-01 00:00:00.000,250.86,186,9,1
"564159","12593",France,2011-08-01 00:00:00.000,96.30,54,5,0
"564160","15569",United Kingdom,2011-08-01 00:00:00.000,244.80,96,1,1
"564161","14523",United Kingdom,2011-08-01 00:00:00.000,241.09,251,12,1
"564162","13481",United Kingdom,2011-08-01 00:00:00.000,367.34,213,21,1
"564163","13481",United Kingdom,2011-08-01 00:00:00.000,15.00,12,1,0
"564164","17940",United Kingdom,2011-08-01 00:00:00.000,75.00,300,1,0
"564165","13593",United Kingdom,2011-08-01 00:00:00.000,645.83,238,36,1
"564166","15089",United Kingdom,2011-08-01 00:00:00.000,455.67,411,33,1
"564167","17735",United Kingdom,2011-08-01 00:00:00.000,951.96,489,42,1
"564168","16794",United Kingdom,2011-08-01 00:00:00.000,128.31,100,43,1
"564169","14646",Netherlands,2011-08-01 00:00:00.000,424.80,288,2,1
"564170","17696",United Kingdom,2011-08-01 00:00:00.000,275.82,322,16,1
"564171","16133",United Kingdom,2011-08-01 00:00:00.000,308.66,86,3,1
"564172","16033",United Kingdom,2011-08-01 00:00:00.000,630.30,276,77,1
"564173","12567",France,2011-08-01 00:00:00.000,851.06,406,39,1
"564174","14191",United Kingdom,2011-08-01 00:00:00.000,379.27,205,19,1
"564181","13862",United Kingdom,2011-08-01 00:00:00.000,327.93,234,21,1
"564182","17242",United Kingdom,2011-08-01 00:00:00.000,425.60,200,11,1
"564184","",EIRE,2011-08-01 00:00:00.000,767.02,734,38,1
"564185","",United Kingdom,2011-08-01 00:00:00.000,13.60,4,3,0
"564186","15755",United Kingdom,2011-08-01 00:00:00.000,524.10,269,29,1
"564187","15005",United Kingdom,2011-08-01 00:00:00.000,237.21,156,53,1
"564188","13140",United Kingdom,2011-08-01 00:00:00.000,114.06,58,14,1
"564189","14769",United Kingdom,2011-08-01 00:00:00.000,312.66,248,26,1
"564190","16143",United Kingdom,2011-08-01 00:00:00.000,375.19,178,22,1
"564191","17315",United Kingdom,2011-08-01 00:00:00.000,269.28,147,55,1
"564192","17719",United Kingdom,2011-08-01 00:00:00.000,306.72,104,16,1
"564195","14060",United Kingdom,2011-08-01 00:00:00.000,306.96,160,13,1
"564196","17315",United Kingdom,2011-08-01 00:00:00.000,15,1,1,0
"564197","13425",United Kingdom,2011-08-01 00:00:00.000,449.56,321,24,1
"564198","14418",United Kingdom,2011-08-01 00:00:00.000,150.44,148,17,1
"564199","13263",United Kingdom,2011-08-01 00:00:00.000,277.28,134,71,1
"564200","18018",United Kingdom,2011-08-01 00:00:00.000,84.69,52,27,0
"564201","12540",Spain,2011-08-01 00:00:00.000,509.34,317,18,1
"564202","16342",United Kingdom,2011-08-01 00:00:00.000,57.50,22,2,0
"564203","18061",United Kingdom,2011-08-01 00:00:00.000,241.44,128,7,1
"564205","",United Kingdom,2011-08-01 00:00:00.000,6.95,1,1,0
"564216","12642",Germany,2011-08-01 00:00:00.000,366.45,277,24,1
"564219","16422",United Kingdom,2011-08-01 00:00:00.000,786.84,1116,6,1
"564221","",United Kingdom,2011-08-01 00:00:00.000,5064.80,799,194,1
"564222","12971",United Kingdom,2011-08-01 00:00:00.000,239.90,74,3,1
"564223","13013",United Kingdom,2011-08-01 00:00:00.000,255.15,93,15,1
"564224","15249",United Kingdom,2011-08-01 00:00:00.000,330.74,242,22,1
"564225","17268",United Kingdom,2011-08-01 00:00:00.000,452.16,432,2,1
"564226","12523",France,2011-08-01 00:00:00.000,184.26,107,10,1
"564227","15249",United Kingdom,2011-08-01 00:00:00.000,365.82,174,19,1
"564228","13743",United Kingdom,2011-08-01 00:00:00.000,116.88,264,4,1
"564230","",United Kingdom,2011-08-01 00:00:00.000,5234.73,1191,82,1
"564231","13468",United Kingdom,2011-08-01 00:00:00.000,121.37,43,7,1
"564246","13534",United Kingdom,2011-08-01 00:00:00.000,338.20,156,16,1
"564248","13798",United Kingdom,2011-08-01 00:00:00.000,457.92,414,6,1
"564256","14796",United Kingdom,2011-08-01 00:00:00.000,624.43,589,81,1
"564268","16968",United Kingdom,2011-08-01 00:00:00.000,253.31,98,15,1
"564272","16308",United Kingdom,2011-08-01 00:00:00.000,640.00,2000,1,1
"564300","16723",United Kingdom,2011-08-01 00:00:00.000,411.40,397,36,1
"564301","14299",United Kingdom,2011-08-01 00:00:00.000,871.20,580,52,1
"564302","15932",United Kingdom,2011-08-01 00:00:00.000,302.58,338,17,1
"564303","16042",United Kingdom,2011-08-01 00:00:00.000,415.53,255,24,1
"564304","14527",United Kingdom,2011-08-01 00:00:00.000,130.03,47,15,1
"564305","14875",United Kingdom,2011-08-01 00:00:00.000,1103.32,458,42,1
"564306","17865",United Kingdom,2011-08-01 00:00:00.000,1142.88,352,18,1
"564307","17865",United Kingdom,2011-08-01 00:00:00.000,92.30,37,15,0
"564308","13901",United Kingdom,2011-08-01 00:00:00.000,442.89,383,23,1
"564309","12471",Germany,2011-08-01 00:00:00.000,83.58,70,5,0
"564310","15769",United Kingdom,2011-08-01 00:00:00.000,2597.00,1372,7,1
"564311","15769",United Kingdom,2011-08-01 00:00:00.000,1611.00,900,4,1
"564312","15769",United Kingdom,2011-08-01 00:00:00.000,3744.00,1584,6,1
"564313","13728",United Kingdom,2011-08-01 00:00:00.000,161.94,90,10,1
"564314","12695",France,2011-08-01 00:00:00.000,244.65,139,13,1
"564315","14730",United Kingdom,2011-08-01 00:00:00.000,137.14,85,29,1
"564316","13985",United Kingdom,2011-08-01 00:00:00.000,391.68,212,23,1
"564317","13890",United Kingdom,2011-08-01 00:00:00.000,310.76,178,19,1
"564318","14035",United Kingdom,2011-08-01 00:00:00.000,136.68,73,3,1
"564319","15059",United Kingdom,2011-08-01 00:00:00.000,103.47,44,27,1
"564321","15059",United Kingdom,2011-08-01 00:00:00.000,172.20,58,15,1
"564322","13694",United Kingdom,2011-08-01 00:00:00.000,2736.99,2335,22,1
"564323","13694",United Kingdom,2011-08-01 00:00:00.000,2275.00,1300,11,1
"564324","13694",United Kingdom,2011-08-01 00:00:00.000,1304.44,1460,24,1
"564325","13694",United Kingdom,2011-08-01 00:00:00.000,189.60,240,2,1
"564326","17256",United Kingdom,2011-08-01 00:00:00.000,112.10,73,4,1
"564327","16029",United Kingdom,2011-08-01 00:00:00.000,1003.70,558,8,1
"564328","12662",Germany,2011-08-01 00:00:00.000,383.92,178,19,1
"564329","12569",Germany,2011-08-01 00:00:00.000,96.75,31,4,0
"564330","13411",United Kingdom,2011-08-01 00:00:00.000,213.55,72,17,1
"564332","14407",United Kingdom,2011-08-01 00:00:00.000,354.62,122,4,1
"564333","13199",United Kingdom,2011-08-01 00:00:00.000,116.16,96,4,1
"564334","15812",United Kingdom,2011-08-01 00:00:00.000,213.90,181,4,1
"564335","15800",United Kingdom,2011-08-01 00:00:00.000,452.39,224,103,1
"564336","12748",United Kingdom,2011-08-01 00:00:00.000,101.66,71,25,1
"564337","12649",Germany,2011-08-01 00:00:00.000,233.21,376,13,1
"564338","12649",Germany,2011-08-01 00:00:00.000,15.30,6,1,0
"564339","15939",United Kingdom,2011-08-01 00:00:00.000,202.00,136,3,1
"564342","16340",United Kingdom,2011-08-01 00:00:00.000,534.31,486,124,1
"564346","15727",United Kingdom,2011-08-01 00:00:00.000,887.47,838,71,1
"564350","14401",United Kingdom,2011-08-01 00:00:00.000,302.50,545,16,1
"564351","13881",United Kingdom,2011-08-01 00:00:00.000,1187.74,858,12,1
"564352","14262",United Kingdom,2011-08-01 00:00:00.000,309.50,184,20,1
"564353","15764",United Kingdom,2011-08-01 00:00:00.000,1564.70,1165,85,1
"564354","15764",United Kingdom,2011-08-01 00:00:00.000,17.40,12,1,0
"564355","13507",United Kingdom,2011-08-01 00:00:00.000,394.09,289,26,1
"564356","13969",United Kingdom,2011-08-01 00:00:00.000,684.08,416,86,1
"564357","14973",United Kingdom,2011-08-01 00:00:00.000,302.96,63,7,1
"564358","17869",United Kingdom,2011-08-01 00:00:00.000,94.72,16,11,0
"564359","14056",United Kingdom,2011-08-01 00:00:00.000,305.63,118,45,1
"564360","12471",Germany,2011-08-01 00:00:00.000,530.22,395,23,1
"564361","17869",United Kingdom,2011-08-01 00:00:00.000,22.50,6,1,0
"564363","15434",United Kingdom,2011-08-01 00:00:00.000,247.50,238,18,1
"564364","15434",United Kingdom,2011-08-01 00:00:00.000,32.82,42,2,0
"564365","",United Kingdom,2011-08-01 00:00:00.000,111.87,41,10,1
"564366","13236",United Kingdom,2011-08-01 00:00:00.000,439.23,168,21,1
"564367","12712",Germany,2011-08-01 00:00:00.000,242.15,110,10,1
"564369","15189",United Kingdom,2011-08-01 00:00:00.000,356.64,160,3,1
"564370","17134",United Kingdom,2011-08-01 00:00:00.000,94.50,22,4,0
"564371","17705",United Kingdom,2011-08-01 00:00:00.000,308.20,134,18,1
"564372","12714",France,2011-08-01 00:00:00.000,1114.52,790,69,1
"564373","15290",United Kingdom,2011-08-01 00:00:00.000,341.10,90,9,1
"564374","16589",United Kingdom,2011-08-01 00:00:00.000,97.00,44,6,0
"564375","13078",United Kingdom,2011-08-01 00:00:00.000,665.90,350,21,1
"564376","14196",United Kingdom,2011-08-01 00:00:00.000,335.52,142,6,1
"564377","15263",United Kingdom,2011-08-01 00:00:00.000,156.51,89,12,1
"564378","12417",Belgium,2011-08-01 00:00:00.000,562.69,344,35,1
"564379","16779",United Kingdom,2011-08-01 00:00:00.000,678.88,340,22,1
"564380","14314",United Kingdom,2011-08-01 00:00:00.000,120.00,296,8,1
"564381","13000",United Kingdom,2011-08-01 00:00:00.000,76.32,72,1,0
"564382","15129",United Kingdom,2011-08-01 00:00:00.000,306.00,72,1,1
"564383","15251",United Kingdom,2011-08-01 00:00:00.000,248.60,68,3,1
"564398","18241",United Kingdom,2011-08-01 00:00:00.000,86.10,30,4,0
"564419","16093",United Kingdom,2011-08-01 00:00:00.000,17.00,20,1,0
"564428","17844",Canada,2011-08-01 00:00:00.000,51.56,52,5,0
"564429","16638",United Kingdom,2011-08-01 00:00:00.000,75.36,204,8,0
"564430","15955",United Kingdom,2011-08-01 00:00:00.000,466.74,242,11,1
"564431","15955",United Kingdom,2011-08-01 00:00:00.000,15.80,4,1,0
"564432","13517",United Kingdom,2011-08-01 00:00:00.000,510.32,266,32,1
"564433","16503",United Kingdom,2011-08-01 00:00:00.000,338.54,124,17,1
"564434","14687",United Kingdom,2011-08-01 00:00:00.000,628.38,470,15,1
"564436","17841",United Kingdom,2011-08-01 00:00:00.000,451.92,169,56,1
"564437","13320",United Kingdom,2011-08-01 00:00:00.000,472.54,361,34,1
"564438","16628",United Kingdom,2011-08-01 00:00:00.000,496.30,256,23,1
"564439","12841",United Kingdom,2011-08-01 00:00:00.000,115.34,132,11,1
"564440","13928",United Kingdom,2011-08-01 00:00:00.000,121.25,67,8,1
"564471","12583",France,2011-08-01 00:00:00.000,243.10,171,11,1
"564473","16722",United Kingdom,2011-08-01 00:00:00.000,295.30,195,12,1
"564474","14180",United Kingdom,2011-08-01 00:00:00.000,134.75,15,5,1
"564475","12500",Germany,2011-08-01 00:00:00.000,378.00,289,5,1
"564476","12610",Italy,2011-08-01 00:00:00.000,309.50,168,18,1
"564477","13854",United Kingdom,2011-08-01 00:00:00.000,322.32,40,4,1
"564479","12682",France,2011-08-01 00:00:00.000,470.40,206,23,1
"564480","17656",United Kingdom,2011-08-01 00:00:00.000,318.92,240,16,1
"564481","12464",Belgium,2011-08-01 00:00:00.000,190.10,14,4,1
"564482","13149",United Kingdom,2011-08-01 00:00:00.000,249.72,326,16,1
"564483","14050",United Kingdom,2011-08-01 00:00:00.000,485.98,447,37,1
"564484","13634",United Kingdom,2011-08-01 00:00:00.000,158.36,98,20,1
"564485","16429",United Kingdom,2011-08-01 00:00:00.000,284.55,9,2,1
"564489","15950",United Kingdom,2011-08-01 00:00:00.000,662.56,310,39,1
"564495","17719",United Kingdom,2011-08-01 00:00:00.000,303.78,92,13,1
"564496","13050",United Kingdom,2011-08-01 00:00:00.000,319.06,191,20,1
"564503","13971",United Kingdom,2011-08-01 00:00:00.000,331.26,224,17,1
"564507","15513",United Kingdom,2011-08-01 00:00:00.000,222.96,240,12,1
"564510","14194",United Kingdom,2011-08-01 00:00:00.000,630.68,869,42,1
"564516","",United Kingdom,2011-08-01 00:00:00.000,1019.67,164,72,1
"564526","15805",United Kingdom,2011-08-01 00:00:00.000,550.75,397,33,1
"564529","14111",United Kingdom,2011-08-01 00:00:00.000,153.00,36,1,1
"564530","",United Kingdom,2011-08-01 00:00:00.000,312.5,1,1,1
"564531","12624",France,2011-08-01 00:00:00.000,341.19,147,19,1
"564532","14055",United Kingdom,2011-08-01 00:00:00.000,725.64,216,10,1
"564534","12748",United Kingdom,2011-08-01 00:00:00.000,106.03,47,20,1
"564535","18075",United Kingdom,2011-08-01 00:00:00.000,404.80,216,24,1
"564536","13159",United Kingdom,2011-08-01 00:00:00.000,385.78,250,41,1
"564537","15550",United Kingdom,2011-08-01 00:00:00.000,154.24,94,20,1
"564538","13408",United Kingdom,2011-08-01 00:00:00.000,601.88,304,7,1
"564539","12715",Sweden,2011-08-01 00:00:00.000,343.36,192,20,1
"564540","12748",United Kingdom,2011-08-01 00:00:00.000,38.41,11,9,0
"564541","16309",United Kingdom,2011-08-01 00:00:00.000,372.37,163,21,1
"564542","16458",United Kingdom,2011-08-01 00:00:00.000,184.00,96,10,1
"564543","16818",United Kingdom,2011-08-01 00:00:00.000,129.75,113,6,1
"564544","15663",United Kingdom,2011-08-01 00:00:00.000,138.14,106,9,1
"564551","17730",United Kingdom,2011-08-01 00:00:00.000,314.70,138,8,1
"564552","16670",United Kingdom,2011-08-01 00:00:00.000,691.21,494,44,1
"564553","18200",United Kingdom,2011-08-01 00:00:00.000,150.35,104,29,1
"564554","17189",United Kingdom,2011-08-01 00:00:00.000,157.18,124,23,1
"564555","12748",United Kingdom,2011-08-01 00:00:00.000,51.30,19,10,0
"564556","12748",United Kingdom,2011-08-01 00:00:00.000,64.79,17,15,0
"564557","17576",United Kingdom,2011-08-01 00:00:00.000,80.18,35,9,0
"564558","12704",Finland,2011-08-01 00:00:00.000,410.55,163,20,1
"564559","15811",United Kingdom,2011-08-01 00:00:00.000,478.96,292,31,1
"564560","16184",United Kingdom,2011-08-01 00:00:00.000,105.00,84,3,1
"564561","13340",United Kingdom,2011-08-01 00:00:00.000,957.24,924,7,1
"564562","15203",United Kingdom,2011-08-01 00:00:00.000,333.44,240,23,1
"564563","13630",United Kingdom,2011-08-01 00:00:00.000,301.92,258,4,1
"564564","13003",United Kingdom,2011-08-01 00:00:00.000,60.00,48,1,0
"564565","14911",EIRE,2011-08-01 00:00:00.000,812.02,572,41,1
"564572","15078",United Kingdom,2011-08-01 00:00:00.000,577.94,310,24,1
"564573","14606",United Kingdom,2011-08-01 00:00:00.000,110.85,49,33,1
"564574","15078",United Kingdom,2011-08-01 00:00:00.000,15.00,12,1,0
"564583","17949",United Kingdom,2011-08-01 00:00:00.000,432.00,600,1,1
"564614","13994",United Kingdom,2011-08-01 00:00:00.000,130.99,37,4,1
"564626","18167",United Kingdom,2011-08-01 00:00:00.000,498.48,122,13,1
"564627","15132",United Kingdom,2011-08-01 00:00:00.000,352.36,256,23,1
"564628","",United Kingdom,2011-08-01 00:00:00.000,7.5,1,1,0
"564629","14866",United Kingdom,2011-08-01 00:00:00.000,940.80,384,2,1
"564630","13644",United Kingdom,2011-08-01 00:00:00.000,851.09,659,48,1
"564631","17451",United Kingdom,2011-08-01 00:00:00.000,346.01,267,23,1
"564632","16556",United Kingdom,2011-08-01 00:00:00.000,472.13,199,28,1
"564634","14210",United Kingdom,2011-08-01 00:00:00.000,306.19,119,16,1
"564635","15615",United Kingdom,2011-08-01 00:00:00.000,551.03,387,29,1
"564636","17146",United Kingdom,2011-08-01 00:00:00.000,185.90,4,2,1
"564637","16641",United Kingdom,2011-08-01 00:00:00.000,231.10,256,12,1
"564638","13812",Germany,2011-08-01 00:00:00.000,278.74,191,20,1
"564639","18036",United Kingdom,2011-08-01 00:00:00.000,143.74,71,19,1
"564640","14837",United Kingdom,2011-08-01 00:00:00.000,388.12,338,25,1
"564641","13489",United Kingdom,2011-08-01 00:00:00.000,162.48,168,3,1
"564642","13527",United Kingdom,2011-08-01 00:00:00.000,336.34,808,32,1
"564643","15356",United Kingdom,2011-08-01 00:00:00.000,301.92,180,43,1
"564646","",United Kingdom,2011-08-01 00:00:00.000,1506.20,360,55,1
"564647","17920",United Kingdom,2011-08-01 00:00:00.000,196.33,104,33,1
"564648","15641",United Kingdom,2011-08-01 00:00:00.000,581.82,466,37,1
"564649","15611",United Kingdom,2011-08-01 00:00:00.000,15,1,1,0
"564650","14646",Netherlands,2011-08-01 00:00:00.000,6429.64,4628,41,1
"564652","14646",Netherlands,2011-08-01 00:00:00.000,998.40,480,1,1
"564653","14776",United Kingdom,2011-08-01 00:00:00.000,191.10,234,9,1
"564654","14911",EIRE,2011-08-01 00:00:00.000,640.14,277,29,1
"564656","14141",United Kingdom,2011-08-01 00:00:00.000,285.16,140,16,1
"564657","14135",United Kingdom,2011-08-01 00:00:00.000,748.86,617,17,1
"564660","15074",United Kingdom,2011-08-01 00:00:00.000,735.67,431,41,1
"564661","12948",United Kingdom,2011-08-01 00:00:00.000,537.70,411,32,1
"564665","",United Kingdom,2011-08-01 00:00:00.000,1.1,1,1,0
"564666","12492",Germany,2011-08-01 00:00:00.000,126.39,69,9,1
"564668","17183",United Kingdom,2011-08-01 00:00:00.000,329.67,141,9,1
"564669","16872",United Kingdom,2011-08-01 00:00:00.000,76.32,72,1,0
"564670","12683",France,2011-08-01 00:00:00.000,1130.95,694,48,1
"564709","15569",United Kingdom,2011-08-01 00:00:00.000,244.80,96,1,1
"564710","15625",United Kingdom,2011-08-01 00:00:00.000,287.85,219,10,1
"564712","15611",United Kingdom,2011-08-01 00:00:00.000,385.47,151,9,1
"564713","16768",United Kingdom,2011-08-01 00:00:00.000,103.24,41,19,1
"564714","15290",United Kingdom,2011-08-01 00:00:00.000,35.40,12,1,0
"564715","14472",United Kingdom,2011-08-01 00:00:00.000,130.99,92,20,1
"564716","14810",United Kingdom,2011-08-01 00:00:00.000,352.23,188,37,1
"564717","15669",United Kingdom,2011-08-01 00:00:00.000,130.80,72,5,1
"564718","13301",United Kingdom,2011-08-01 00:00:00.000,137.19,75,16,1
"564719","15325",United Kingdom,2011-08-01 00:00:00.000,161.74,231,47,1
"564720","15095",United Kingdom,2011-08-01 00:00:00.000,19.80,4,1,0
"564721","15095",United Kingdom,2011-08-01 00:00:00.000,312.98,158,9,1
"564722","16456",United Kingdom,2011-08-01 00:00:00.000,124.16,71,14,1
"564723","16168",United Kingdom,2011-08-01 00:00:00.000,169.38,108,4,1
"564724","15555",United Kingdom,2011-08-01 00:00:00.000,264.73,260,66,1
"564725","18041",United Kingdom,2011-08-01 00:00:00.000,232.49,122,71,1
"564726","18077",United Kingdom,2011-08-01 00:00:00.000,291.43,264,28,1
"564727","16686",United Kingdom,2011-08-01 00:00:00.000,803.02,475,110,1
"564728","13199",United Kingdom,2011-08-01 00:00:00.000,85.92,48,1,0
"564729","13137",United Kingdom,2011-08-01 00:00:00.000,290.86,193,65,1
