invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
554978,16889.0,United Kingdom,2011-05-01 00:00:00.000,350.06,250,30,1,5.8609571490281995
554979,16931.0,United Kingdom,2011-05-01 00:00:00.000,161.58,125,36,1,5.091170188318427
554980,17613.0,United Kingdom,2011-05-01 00:00:00.000,45.55,13,6,0,3.840527003723076
554981,17613.0,United Kingdom,2011-05-01 00:00:00.000,410.09,207,49,1,6.018812168626219
554982,17152.0,United Kingdom,2011-05-01 00:00:00.000,1155.6,271,4,1,7.053239945724118
554984,17152.0,United Kingdom,2011-05-01 00:00:00.000,218.0,40,2,1,5.389071729816501
554985,12426.0,Germany,2011-05-01 00:00:00.000,582.73,258,30,1,6.369438547154207
554986,14451.0,United Kingdom,2011-05-01 00:00:00.000,360.0,204,52,1,5.8888779583328805
554987,14823.0,United Kingdom,2011-05-01 00:00:00.000,68.65,16,14,0,4.243482700225814
554988,15897.0,United Kingdom,2011-05-01 00:00:00.000,119.71,145,6,1,4.793390974713035
554989,15897.0,United Kingdom,2011-05-01 00:00:00.000,88.88,78,15,0,4.498475447317128
554990,16567.0,United Kingdom,2011-05-01 00:00:00.000,308.04,520,9,1,5.733470718358026
554991,14823.0,United Kingdom,2011-05-01 00:00:00.000,142.0,32,32,1,4.962844630259907
554992,16686.0,United Kingdom,2011-05-01 00:00:00.000,366.04,399,67,1,5.905470833941006
554993,17051.0,United Kingdom,2011-05-01 00:00:00.000,240.89,179,40,1,5.48848307736504
554994,14606.0,United Kingdom,2011-05-01 00:00:00.000,144.06,71,44,1,4.977147449935266
554995,18109.0,United Kingdom,2011-05-01 00:00:00.000,161.71,82,16,1,5.091969475151227
554996,16407.0,United Kingdom,2011-05-01 00:00:00.000,194.4,92,16,1,5.275048739608683
554997,16746.0,United Kingdom,2011-05-01 00:00:00.000,321.96,226,18,1,5.777528476544686
554998,15925.0,United Kingdom,2011-05-01 00:00:00.000,207.15,93,12,1,5.3382589736409845
554999,15547.0,United Kingdom,2011-05-01 00:00:00.000,407.43,198,55,1,6.01232054098736
555000,18232.0,United Kingdom,2011-05-01 00:00:00.000,263.13,113,16,1,5.57644140618771
555001,16566.0,United Kingdom,2011-05-01 00:00:00.000,185.22,114,4,1,5.2269287704603835
555002,17682.0,United Kingdom,2011-05-01 00:00:00.000,350.12,180,17,1,5.861128045379979
555003,12787.0,Netherlands,2011-05-01 00:00:00.000,158.1,65,8,1,5.069532935343741
555004,13549.0,United Kingdom,2011-05-01 00:00:00.000,105.35,53,7,1,4.666735541646246
555005,16656.0,United Kingdom,2011-05-01 00:00:00.000,1093.44,1240,8,1,6.997998095907964
555007,13694.0,United Kingdom,2011-05-01 00:00:00.000,208.8,144,2,1,5.346154695962197
555008,17061.0,United Kingdom,2011-05-01 00:00:00.000,382.7,66,2,1,5.949860997252907
555009,17340.0,United Kingdom,2011-05-01 00:00:00.000,607.74,294,22,1,6.411391247157151
555010,17450.0,United Kingdom,2011-05-01 00:00:00.000,213.12,144,1,1,5.36653660552518
555011,16168.0,United Kingdom,2011-05-01 00:00:00.000,75.0,20,4,0,4.330733340286331
555012,16814.0,United Kingdom,2011-05-01 00:00:00.000,390.43,230,25,1,5.969806699955179
555015,16558.0,United Kingdom,2011-05-01 00:00:00.000,613.54,471,41,1,6.420874020459604
555016,13113.0,United Kingdom,2011-05-01 00:00:00.000,792.5,258,9,1,6.676453539966464
555017,16801.0,United Kingdom,2011-05-01 00:00:00.000,213.05,27,9,1,5.366209632590955
555025,17648.0,United Kingdom,2011-05-01 00:00:00.000,474.02,114,26,1,6.163356908411397
555028,17648.0,United Kingdom,2011-05-01 00:00:00.000,49.5,6,3,0,3.9219733362813143
555070,15863.0,United Kingdom,2011-05-01 00:00:00.000,9.2,2,2,0,2.322387720290225
555073,16470.0,United Kingdom,2011-05-01 00:00:00.000,129.32,71,20,1,4.86999296429379
555075,16013.0,United Kingdom,2011-05-01 00:00:00.000,382.5,150,1,1,5.949339620807311
555076,13900.0,United Kingdom,2011-05-01 00:00:00.000,374.87,275,26,1,5.929243338925571
555077,17975.0,United Kingdom,2011-05-01 00:00:00.000,147.48,44,9,1,5.0004502690378905
555091,12748.0,United Kingdom,2011-05-01 00:00:00.000,165.86,90,28,1,5.117155137473929
555092,16483.0,United Kingdom,2011-05-01 00:00:00.000,139.35,44,19,1,4.9441393028078915
555093,12720.0,Germany,2011-05-01 00:00:00.000,74.96,32,4,0,4.330206885944085
555094,13398.0,United Kingdom,2011-05-01 00:00:00.000,457.34,281,26,1,6.127611266781323
555095,12540.0,Spain,2011-05-01 00:00:00.000,1306.49,608,47,1,7.175864547726274
555096,12682.0,France,2011-05-01 00:00:00.000,458.84,203,18,1,6.13087860289066
555097,16333.0,United Kingdom,2011-05-01 00:00:00.000,177.6,96,1,1,5.185148668442399
555098,16333.0,United Kingdom,2011-05-01 00:00:00.000,310.8,168,1,1,5.742361956623676
555099,16333.0,United Kingdom,2011-05-01 00:00:00.000,844.0,1720,3,1,6.739336627357174
555101,13070.0,United Kingdom,2011-05-01 00:00:00.000,228.8,110,9,1,5.437209365414655
555102,14819.0,United Kingdom,2011-05-01 00:00:00.000,84.72,48,3,0,4.451086170605376
555103,17454.0,United Kingdom,2011-05-01 00:00:00.000,104.0,50,5,1,4.653960350157523
555104,17949.0,United Kingdom,2011-05-01 00:00:00.000,816.0,96,1,1,6.705639094860003
555106,12790.0,Netherlands,2011-05-01 00:00:00.000,324.92,166,21,1,5.786651952478496
555107,12594.0,Italy,2011-05-01 00:00:00.000,587.45,267,23,1,6.377491961323671
555108,18231.0,United Kingdom,2011-05-01 00:00:00.000,659.52,165,41,1,6.4930274035947875
555109,16023.0,United Kingdom,2011-05-01 00:00:00.000,322.85,175,41,1,5.780280445628926
555110,17841.0,United Kingdom,2011-05-01 00:00:00.000,190.21,154,64,1,5.253372300504868
555111,16434.0,United Kingdom,2011-05-01 00:00:00.000,201.27,123,11,1,5.309603438565004
555112,17725.0,United Kingdom,2011-05-01 00:00:00.000,314.47,201,16,1,5.754063590296964
555113,18190.0,United Kingdom,2011-05-01 00:00:00.000,113.0,38,6,1,4.736198448394496
555114,13571.0,United Kingdom,2011-05-01 00:00:00.000,120.59,107,15,1,4.800654729308327
555116,16919.0,United Kingdom,2011-05-01 00:00:00.000,317.3,173,29,1,5.762994334288047
555119,15163.0,United Kingdom,2011-05-01 00:00:00.000,155.0,48,10,1,5.049856007249537
555124,18204.0,United Kingdom,2011-05-01 00:00:00.000,540.98,387,84,1,6.2952291003898075
555125,13481.0,United Kingdom,2011-05-01 00:00:00.000,313.71,165,17,1,5.75165157986039
555127,15241.0,United Kingdom,2011-05-01 00:00:00.000,368.1,294,21,1,5.911067610035953
555133,16810.0,United Kingdom,2011-05-01 00:00:00.000,309.54,114,15,1,5.738312717553024
555147,13505.0,Switzerland,2011-05-01 00:00:00.000,906.4,364,42,1,6.810583367229864
555156,15643.0,United Kingdom,2011-06-01 00:00:00.000,39.45,7,2,0,3.700066643504501
555157,15643.0,United Kingdom,2011-06-01 00:00:00.000,287.45,63,8,1,5.664521760702899
555158,14842.0,United Kingdom,2011-06-01 00:00:00.000,1378.48,628,76,1,7.22946189554572
555159,15124.0,United Kingdom,2011-06-01 00:00:00.000,90.75,89,9,0,4.51906748693468
555160,14646.0,Netherlands,2011-06-01 00:00:00.000,1799.6,1038,13,1,7.4958752216743765
555161,12423.0,Belgium,2011-06-01 00:00:00.000,84.92,57,5,0,4.453416630760555
555162,12473.0,Germany,2011-06-01 00:00:00.000,661.69,532,34,1,6.496307309196113
555164,14646.0,Netherlands,2011-06-01 00:00:00.000,3623.2,1836,13,1,8.195388853278057
555194,16422.0,United Kingdom,2011-06-01 00:00:00.000,588.36,524,7,1,6.379037202374558
555195,15240.0,United Kingdom,2011-06-01 00:00:00.000,416.28,245,20,1,6.033757459298234
555198,15916.0,United Kingdom,2011-06-01 00:00:00.000,113.35,65,9,1,4.73926392046879
555199,14606.0,United Kingdom,2011-06-01 00:00:00.000,109.37,57,29,1,4.703838357784793
555200,17315.0,United Kingdom,2011-06-01 00:00:00.000,262.61,177,13,1,5.574470738175862
555201,16969.0,United Kingdom,2011-06-01 00:00:00.000,397.36,388,27,1,5.987356119063439
555202,16813.0,United Kingdom,2011-06-01 00:00:00.000,110.55,66,33,1,4.714472920878541
555203,17191.0,United Kingdom,2011-06-01 00:00:00.000,354.82,160,36,1,5.8744249850066295
555207,16818.0,United Kingdom,2011-06-01 00:00:00.000,421.73,253,24,1,6.046733677375123
555213,13094.0,United Kingdom,2011-06-01 00:00:00.000,152.64,144,2,1,5.034612203477704
555232,14597.0,United Kingdom,2011-06-01 00:00:00.000,165.1,118,3,1,5.112590016619249
555233,13917.0,United Kingdom,2011-06-01 00:00:00.000,65.38,38,5,0,4.195395806291828
555234,14515.0,United Kingdom,2011-06-01 00:00:00.000,340.25,194,14,1,5.8326153464991695
555240,15039.0,United Kingdom,2011-06-01 00:00:00.000,213.86,151,31,1,5.369986653238397
555241,14377.0,United Kingdom,2011-06-01 00:00:00.000,302.45,95,7,1,5.7152168522818645
555242,16424.0,United Kingdom,2011-06-01 00:00:00.000,133.56,88,5,1,4.902010196224638
555243,13475.0,United Kingdom,2011-06-01 00:00:00.000,153.3,78,7,1,5.038898759369115
555245,14800.0,United Kingdom,2011-06-01 00:00:00.000,198.46,198,30,1,5.295613714973722
555247,14315.0,United Kingdom,2011-06-01 00:00:00.000,325.8,128,10,1,5.789348362985848
555249,17472.0,United Kingdom,2011-06-01 00:00:00.000,259.27,169,60,1,5.561719553725808
555251,13062.0,United Kingdom,2011-06-01 00:00:00.000,346.98,343,11,1,5.85214500685857
555257,17596.0,United Kingdom,2011-06-01 00:00:00.000,541.95,818,43,1,6.29701723466291
555259,13069.0,United Kingdom,2011-06-01 00:00:00.000,90.6,44,2,0,4.517431271680085
555260,13263.0,United Kingdom,2011-06-01 00:00:00.000,161.87,81,36,1,5.092952336585469
555263,15192.0,United Kingdom,2011-06-01 00:00:00.000,422.99,441,25,1,6.0497098700481695
555264,17757.0,United Kingdom,2011-06-01 00:00:00.000,122.74,64,17,1,4.818182590102842
555266,15611.0,United Kingdom,2011-06-01 00:00:00.000,100.6,12,3,1,4.6210435351443815
555270,17723.0,United Kingdom,2011-06-01 00:00:00.000,415.0,100,1,1,6.030685260261263
555279,16348.0,United Kingdom,2011-06-01 00:00:00.000,127.62,66,27,1,4.856862320706717
555280,17162.0,United Kingdom,2011-06-01 00:00:00.000,233.92,135,11,1,5.459245030654318
555281,17162.0,United Kingdom,2011-06-01 00:00:00.000,47.75,6,3,0,3.886705197443856
555282,12709.0,Germany,2011-06-01 00:00:00.000,1225.26,653,42,1,7.111724165790256
555283,17162.0,United Kingdom,2011-06-01 00:00:00.000,64.3,42,4,0,4.178992036282385
555284,14298.0,United Kingdom,2011-06-01 00:00:00.000,3056.72,3280,105,1,8.025424819183703
555285,14298.0,United Kingdom,2011-06-01 00:00:00.000,362.7,186,1,1,5.896329351992943
555286,14298.0,United Kingdom,2011-06-01 00:00:00.000,51.0,36,2,0,3.9512437185814275
555287,14298.0,United Kingdom,2011-06-01 00:00:00.000,214.94,146,5,1,5.375000591318995
555289,15078.0,United Kingdom,2011-06-01 00:00:00.000,345.7,188,14,1,5.8484598526909775
555312,16484.0,United Kingdom,2011-06-01 00:00:00.000,285.7,152,18,1,5.658436372889324
555340,13334.0,United Kingdom,2011-06-01 00:00:00.000,1071.4,514,84,1,6.977654406361804
555343,15918.0,United Kingdom,2011-06-01 00:00:00.000,192.23,87,18,1,5.263881189226909
555344,15311.0,United Kingdom,2011-06-01 00:00:00.000,1541.98,845,30,1,7.341470890516357
555347,14389.0,United Kingdom,2011-06-01 00:00:00.000,311.14,189,19,1,5.7434518051144074
555348,15184.0,United Kingdom,2011-06-01 00:00:00.000,235.23,73,20,1,5.464805906705667
555349,16729.0,United Kingdom,2011-06-01 00:00:00.000,294.69,262,31,1,5.689311608227745
555350,17652.0,United Kingdom,2011-06-01 00:00:00.000,811.36,388,49,1,6.699943591664909
555351,13408.0,United Kingdom,2011-06-01 00:00:00.000,397.8,212,7,1,5.988460038087683
555352,15838.0,United Kingdom,2011-06-01 00:00:00.000,2105.98,1110,11,1,7.653010921590178
555353,16928.0,United Kingdom,2011-06-01 00:00:00.000,156.2,118,12,1,5.057518879995106
555356,16672.0,United Kingdom,2011-06-01 00:00:00.000,352.8,96,4,1,5.8687317817256845
555359,18135.0,United Kingdom,2011-06-01 00:00:00.000,109.82,88,9,1,4.707907263439203
555363,14453.0,United Kingdom,2011-06-01 00:00:00.000,119.93,49,22,1,4.795211865797184
555367,17900.0,United Kingdom,2011-06-01 00:00:00.000,79.8,49,4,0,4.39197696552705
555368,13437.0,United Kingdom,2011-06-01 00:00:00.000,1440.9,398,80,1,7.273716967312601
555381,17900.0,United Kingdom,2011-06-01 00:00:00.000,32.4,24,2,0,3.5085558999826545
555382,17133.0,United Kingdom,2011-06-01 00:00:00.000,1437.12,728,5,1,7.271091984034347
555383,12517.0,Germany,2011-06-01 00:00:00.000,749.7,413,125,1,6.6210061045789566
555385,15658.0,United Kingdom,2011-06-01 00:00:00.000,7.5,2,1,0,2.1400661634962708
555388,17719.0,United Kingdom,2011-06-01 00:00:00.000,305.85,115,17,1,5.726359028835106
555389,14543.0,United Kingdom,2011-06-01 00:00:00.000,233.75,33,3,1,5.458521118088372
555392,14221.0,United Kingdom,2011-06-01 00:00:00.000,30.0,24,1,0,3.4339872044851463
555393,14221.0,United Kingdom,2011-06-01 00:00:00.000,759.85,446,39,1,6.634436229366123
555394,12971.0,United Kingdom,2011-06-01 00:00:00.000,126.44,84,4,1,4.847645665601793
555395,12971.0,United Kingdom,2011-06-01 00:00:00.000,94.68,72,4,0,4.561009290202322
555396,16529.0,United Kingdom,2011-06-01 00:00:00.000,455.25,198,30,1,6.123040904896701
555399,15555.0,United Kingdom,2011-06-01 00:00:00.000,123.75,70,23,1,4.826311734631628
555400,14088.0,United Kingdom,2011-06-01 00:00:00.000,5913.9,1330,68,1,8.685229870098825
555401,14088.0,United Kingdom,2011-06-01 00:00:00.000,1896.03,413,21,1,7.548044784253826
555403,12676.0,Sweden,2011-06-01 00:00:00.000,121.55,54,5,1,4.808519109974122
555405,17531.0,United Kingdom,2011-06-01 00:00:00.000,296.7,136,14,1,5.69608626802173
555406,17231.0,United Kingdom,2011-06-01 00:00:00.000,385.19,259,50,1,5.956329476339652
555407,12775.0,Netherlands,2011-06-01 00:00:00.000,419.8,329,15,1,6.0421576614235
555408,13294.0,United Kingdom,2011-06-01 00:00:00.000,390.09,136,22,1,5.968937712526371
555410,16239.0,United Kingdom,2011-06-01 00:00:00.000,347.9,182,15,1,5.8547853481927286
555412,13069.0,United Kingdom,2011-06-01 00:00:00.000,61.3,42,2,0,4.131961425793407
555413,17994.0,United Kingdom,2011-06-01 00:00:00.000,226.98,168,27,1,5.429257905808632
555414,16230.0,United Kingdom,2011-06-01 00:00:00.000,266.1,170,16,1,5.587623120115915
555415,14500.0,United Kingdom,2011-06-01 00:00:00.000,284.85,103,4,1,5.655467197709981
555416,14408.0,United Kingdom,2011-06-01 00:00:00.000,376.15,264,23,1,5.93264298629964
555417,12601.0,Germany,2011-06-01 00:00:00.000,68.1,23,4,0,4.235554730773624
555418,15498.0,United Kingdom,2011-06-01 00:00:00.000,1299.04,347,32,1,7.170150312207034
555419,15498.0,United Kingdom,2011-06-01 00:00:00.000,17.0,2,1,0,2.8903717578961645
555420,13458.0,United Kingdom,2011-06-01 00:00:00.000,630.46,308,25,1,6.448034598533415
555422,12779.0,Poland,2011-06-01 00:00:00.000,25.0,4,1,0,3.258096538021482
555470,12455.0,Spain,2011-06-01 00:00:00.000,264.4,107,13,1,5.581238121898107
555471,16117.0,United Kingdom,2011-06-01 00:00:00.000,232.21,130,30,1,5.451939335203601
555472,16701.0,United Kingdom,2011-06-01 00:00:00.000,303.12,381,8,1,5.717422360360236
555473,14700.0,United Kingdom,2011-06-01 00:00:00.000,819.55,527,35,1,6.709974847125637
555476,16593.0,United Kingdom,2011-06-01 00:00:00.000,185.9,37,19,1,5.230573714461517
555477,12359.0,Cyprus,2011-06-01 00:00:00.000,1109.32,356,47,1,7.0124035410475845
555478,13777.0,United Kingdom,2011-06-01 00:00:00.000,1139.04,336,1,1,7.03881862849228
555479,15189.0,United Kingdom,2011-06-01 00:00:00.000,229.26,102,4,1,5.439209105245518
555485,17722.0,United Kingdom,2011-06-01 00:00:00.000,357.3,90,19,1,5.881370624310908
555486,13248.0,United Kingdom,2011-06-01 00:00:00.000,387.47,251,21,1,5.9622159467488585
555488,16942.0,United Kingdom,2011-06-01 00:00:00.000,330.28,107,51,1,5.802963939237312
555489,17949.0,United Kingdom,2011-06-01 00:00:00.000,259.2,360,1,1,5.561450566078405
555490,17949.0,United Kingdom,2011-06-01 00:00:00.000,1314.0,120,1,1,7.181591944611865
555491,16525.0,United Kingdom,2011-06-01 00:00:00.000,333.0,104,4,1,5.811140992976701
555492,16967.0,United Kingdom,2011-06-01 00:00:00.000,319.02,333,21,1,5.768383493840728
555493,13695.0,United Kingdom,2011-06-01 00:00:00.000,340.44,228,10,1,5.833171968113389
555494,15737.0,United Kingdom,2011-06-01 00:00:00.000,204.85,79,12,1,5.327147748215913
555495,17068.0,United Kingdom,2011-06-01 00:00:00.000,312.75,137,15,1,5.748596490445994
555496,15405.0,United Kingdom,2011-06-01 00:00:00.000,349.1,193,8,1,5.85821882796062
555497,16659.0,United Kingdom,2011-06-01 00:00:00.000,39.12,72,2,0,3.691874963093735
555498,13885.0,United Kingdom,2011-06-01 00:00:00.000,107.65,23,5,1,4.688131706702439
555499,15812.0,United Kingdom,2011-06-01 00:00:00.000,289.46,147,27,1,5.671465873179658
555500,15508.0,United Kingdom,2011-06-01 00:00:00.000,114.68,49,23,1,4.750827758410455
555501,15508.0,United Kingdom,2011-06-01 00:00:00.000,241.48,90,14,1,5.4909192327495475
555504,15508.0,United Kingdom,2011-06-01 00:00:00.000,15.0,4,1,0,2.772588722239781
555507,16186.0,United Kingdom,2011-06-01 00:00:00.000,300.14,218,16,1,5.707575272894897
555508,16880.0,United Kingdom,2011-06-01 00:00:00.000,269.88,168,27,1,5.601675918384825
555509,13435.0,United Kingdom,2011-06-01 00:00:00.000,443.72,410,21,1,6.097444870645214
555511,17708.0,United Kingdom,2011-06-01 00:00:00.000,156.48,58,9,1,5.0592984660755365
555512,18198.0,United Kingdom,2011-06-01 00:00:00.000,325.68,296,2,1,5.788981098490075
555513,12980.0,United Kingdom,2011-06-01 00:00:00.000,892.62,114,3,1,6.795280628883225
555514,17071.0,United Kingdom,2011-06-01 00:00:00.000,252.19,102,21,1,5.53414019501932
555515,17690.0,United Kingdom,2011-06-01 00:00:00.000,838.23,231,46,1,6.7324848047748755
555516,17706.0,United Kingdom,2011-06-01 00:00:00.000,302.42,100,25,1,5.715117984319947
555517,13131.0,United Kingdom,2011-06-01 00:00:00.000,324.9,128,14,1,5.786590585843515
555518,14891.0,United Kingdom,2011-06-01 00:00:00.000,449.38,434,27,1,6.110091670866193
555519,16682.0,United Kingdom,2011-06-01 00:00:00.000,525.5,514,11,1,6.26625133157403
555520,15038.0,United Kingdom,2011-06-01 00:00:00.000,116.09,32,29,1,4.762942869860633
555521,13576.0,United Kingdom,2011-06-01 00:00:00.000,389.61,147,5,1,5.967709619753367
555522,15796.0,United Kingdom,2011-06-01 00:00:00.000,273.13,105,14,1,5.613602446425789
555523,12468.0,Germany,2011-06-01 00:00:00.000,508.95,239,26,1,6.234312681696527
555524,16923.0,United Kingdom,2011-06-01 00:00:00.000,480.02,220,39,1,6.175908849282915
555525,14709.0,United Kingdom,2011-06-01 00:00:00.000,332.9,136,12,1,5.810841546949609
555526,14364.0,United Kingdom,2011-06-01 00:00:00.000,645.3,352,9,1,6.47126379226885
555527,14364.0,United Kingdom,2011-06-01 00:00:00.000,399.35,73,4,1,5.992339164518643
555528,15694.0,United Kingdom,2011-06-01 00:00:00.000,324.72,104,3,1,5.786038116598931
555530,16923.0,United Kingdom,2011-06-01 00:00:00.000,61.2,24,1,0,4.130354999745133
555531,12678.0,France,2011-06-01 00:00:00.000,1939.52,1195,18,1,7.5707112573778526
555533,15722.0,United Kingdom,2011-06-01 00:00:00.000,435.25,183,20,1,6.078215473516637
555534,14682.0,United Kingdom,2011-06-01 00:00:00.000,31.2,48,1,0,3.4719664525503626
555535,16458.0,United Kingdom,2011-06-01 00:00:00.000,166.3,112,10,1,5.119788607992779
555536,17675.0,United Kingdom,2011-06-01 00:00:00.000,239.46,86,11,1,5.482553755546763
555537,15453.0,United Kingdom,2011-06-01 00:00:00.000,194.34,95,39,1,5.274741630019331
555538,14512.0,United Kingdom,2011-06-01 00:00:00.000,148.96,72,9,1,5.010368591867711
555539,14472.0,United Kingdom,2011-06-01 00:00:00.000,201.45,117,25,1,5.31049294247817
555540,13668.0,United Kingdom,2011-06-01 00:00:00.000,302.81,160,29,1,5.716402506012304
555541,16883.0,United Kingdom,2011-06-01 00:00:00.000,144.45,49,20,1,4.9798323849412105
555542,15108.0,European Community,2011-06-01 00:00:00.000,387.05,127,19,1,5.961134197300148
555543,13089.0,United Kingdom,2011-06-01 00:00:00.000,627.04,324,13,1,6.44260385870732
555544,14621.0,United Kingdom,2011-06-01 00:00:00.000,330.61,152,17,1,5.803959579621873
555545,17735.0,United Kingdom,2011-06-01 00:00:00.000,873.85,581,50,1,6.774052443090628
555546,17735.0,United Kingdom,2011-06-01 00:00:00.000,228.3,118,13,1,5.435031189863859
555547,12681.0,France,2011-06-01 00:00:00.000,709.91,351,32,1,6.566545839512547
555548,17811.0,United Kingdom,2011-06-01 00:00:00.000,147.05,99,9,1,4.997550054547601
555549,13637.0,United Kingdom,2011-06-01 00:00:00.000,262.25,139,27,1,5.573104151014085
555550,15245.0,United Kingdom,2011-06-01 00:00:00.000,486.24,408,16,1,6.188756814831758
555551,14696.0,United Kingdom,2011-06-01 00:00:00.000,298.79,185,16,1,5.703082229541808
555552,13610.0,United Kingdom,2011-06-01 00:00:00.000,121.7,68,28,1,4.809742351716865
555553,12662.0,Germany,2011-06-01 00:00:00.000,493.68,290,31,1,6.2039110888738564
555554,13742.0,United Kingdom,2011-06-01 00:00:00.000,319.0,54,13,1,5.768320995793772
555555,16963.0,United Kingdom,2011-06-01 00:00:00.000,110.55,35,7,1,4.714472920878541
555556,15704.0,United Kingdom,2011-06-01 00:00:00.000,568.47,255,27,1,6.344706103712181
555557,13682.0,United Kingdom,2011-06-01 00:00:00.000,59.5,10,3,0,4.102643365036796
555558,14159.0,United Kingdom,2011-06-01 00:00:00.000,455.93,425,100,1,6.124530206295522
555559,13862.0,United Kingdom,2011-06-01 00:00:00.000,300.2,206,20,1,5.707774495925738
555560,17346.0,United Kingdom,2011-06-01 00:00:00.000,146.15,165,40,1,4.991452474679482
555561,16654.0,United Kingdom,2011-06-01 00:00:00.000,35.4,12,1,0,3.594568774642695
555562,17841.0,United Kingdom,2011-06-01 00:00:00.000,371.51,198,73,1,5.920263883096861
555564,15005.0,United Kingdom,2011-06-01 00:00:00.000,287.82,269,47,1,5.665803656698419
555565,15298.0,United Kingdom,2011-06-01 00:00:00.000,538.76,354,33,1,6.29112459631917
555566,14659.0,United Kingdom,2011-06-01 00:00:00.000,216.63,91,25,1,5.382796373125975
555567,17050.0,United Kingdom,2011-06-01 00:00:00.000,459.75,306,42,1,6.132855596549932
555568,17589.0,United Kingdom,2011-06-01 00:00:00.000,620.65,372,55,1,6.432377233398946
555569,12727.0,France,2011-06-01 00:00:00.000,793.08,363,19,1,6.677184211839131
555570,15152.0,United Kingdom,2011-06-01 00:00:00.000,756.1,429,43,1,6.629495345109261
555571,15462.0,United Kingdom,2011-06-01 00:00:00.000,105.0,76,5,1,4.663439094112067
555572,12449.0,Belgium,2011-06-01 00:00:00.000,858.93,390,48,1,6.756850990585935
555573,15349.0,United Kingdom,2011-06-01 00:00:00.000,356.21,244,58,1,5.878323844131193
555574,12417.0,Belgium,2011-06-01 00:00:00.000,437.19,134,23,1,6.082652606271123
555575,14466.0,United Kingdom,2011-06-01 00:00:00.000,310.05,143,10,1,5.739953670961029
555576,13410.0,United Kingdom,2011-06-01 00:00:00.000,140.4,72,2,1,4.951592753462473
555577,15301.0,United Kingdom,2011-06-01 00:00:00.000,557.85,241,29,1,6.32588110083162
555578,15301.0,United Kingdom,2011-06-01 00:00:00.000,114.06,66,4,1,4.7454537314351475
555579,13983.0,United Kingdom,2011-06-01 00:00:00.000,125.19,94,5,1,4.837788707664819
555580,13983.0,United Kingdom,2011-06-01 00:00:00.000,10.5,25,1,0,2.4423470353692043
555581,13865.0,United Kingdom,2011-06-01 00:00:00.000,159.22,58,10,1,5.076547870786971
555582,14312.0,United Kingdom,2011-06-01 00:00:00.000,260.57,145,16,1,5.566701934107833
555583,13534.0,United Kingdom,2011-06-01 00:00:00.000,304.28,178,17,1,5.721229388259921
555584,16906.0,United Kingdom,2011-06-01 00:00:00.000,181.3,118,6,1,5.205653681684617
555585,16029.0,United Kingdom,2011-06-01 00:00:00.000,612.0,324,4,1,6.418364935936212
555586,14232.0,United Kingdom,2011-06-01 00:00:00.000,310.79,241,14,1,5.7423298842684405
555587,15687.0,United Kingdom,2011-06-01 00:00:00.000,277.0,128,14,1,5.627621113690637
555588,16849.0,United Kingdom,2011-06-01 00:00:00.000,124.57,33,8,1,4.8328633720008725
555589,12802.0,Netherlands,2011-06-01 00:00:00.000,427.58,314,25,1,6.060477418394936
555590,17690.0,United Kingdom,2011-06-01 00:00:00.000,75.0,60,3,0,4.330733340286331
555591,15073.0,United Kingdom,2011-06-01 00:00:00.000,430.98,214,22,1,6.068379290876107
555592,14215.0,United Kingdom,2011-06-01 00:00:00.000,176.16,132,11,1,5.177053279054998
555593,16298.0,United Kingdom,2011-06-01 00:00:00.000,114.3,50,7,1,4.747537427275013
555594,13880.0,United Kingdom,2011-06-01 00:00:00.000,312.94,122,17,1,5.749201884847061
555601,15852.0,United Kingdom,2011-06-01 00:00:00.000,57.5,10,1,0,4.069026754237811
555602,16235.0,United Kingdom,2011-06-01 00:00:00.000,320.83,145,17,1,5.774023455819012
555603,16209.0,United Kingdom,2011-06-01 00:00:00.000,262.11,273,17,1,5.572572195685788
555604,16612.0,United Kingdom,2011-06-01 00:00:00.000,428.85,197,24,1,6.063436310620453
555620,12748.0,United Kingdom,2011-06-01 00:00:00.000,13.0,20,1,0,2.6390573296152584
555626,16103.0,United Kingdom,2011-06-01 00:00:00.000,270.8,92,13,1,5.605066501717044
555627,15805.0,United Kingdom,2011-06-01 00:00:00.000,130.44,212,10,1,4.878550473729012
555628,15260.0,United Kingdom,2011-06-01 00:00:00.000,387.88,148,16,1,5.9632708127372
555630,14732.0,United Kingdom,2011-06-01 00:00:00.000,302.72,284,23,1,5.716106224345033
555631,18118.0,United Kingdom,2011-06-01 00:00:00.000,191.61,85,40,1,5.260667419096131
555632,13798.0,United Kingdom,2011-06-01 00:00:00.000,509.2,280,4,1,6.234802805707711
555633,14534.0,United Kingdom,2011-06-01 00:00:00.000,144.97,73,17,1,4.983401121142487
555634,13319.0,United Kingdom,2011-06-01 00:00:00.000,210.06,88,9,1,5.352142453242944
555635,13319.0,United Kingdom,2011-06-01 00:00:00.000,272.0,140,15,1,5.60947179518496
555637,12535.0,France,2011-06-01 00:00:00.000,371.45,115,18,1,5.920102800622285
555638,15150.0,United Kingdom,2011-06-01 00:00:00.000,816.82,623,61,1,6.70664226348868
555640,14475.0,United Kingdom,2011-06-01 00:00:00.000,315.62,112,12,1,5.757702316645632
